file_id,status,rows,columns,file_size_mb,csv_path,error_message,timestamp
1442799,success,458950,9,38.12824630737305,..\scraped_data\mno\att\1442799.csv,,2026-02-18T08:39:58.915951
1442770,success,106481,9,8.725279808044434,..\scraped_data\mno\att\1442770.csv,,2026-02-18T08:40:00.589718
1442757,success,537862,9,44.18752861022949,..\scraped_data\mno\att\1442757.csv,,2026-02-18T08:40:06.617699
1442513,success,667395,9,53.429335594177246,..\scraped_data\mno\att\1442513.csv,,2026-02-18T08:40:13.306696
1442504,success,155273,9,12.13369083404541,..\scraped_data\mno\att\1442504.csv,,2026-02-18T08:40:15.414494
1442532,success,661293,9,52.92360782623291,..\scraped_data\mno\att\1442532.csv,,2026-02-18T08:40:22.028046
